Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,nb_rooms,nb_bedrooms,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,SalePrice,building_height,Ground_floor,Heating_Central,Heating_Individual,Last_floor,district
33m²,1 p.,-1,328 600 €,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",19,33,1,0,14,1,1,0,0,Unknown,0,1,328600,Tower,0,0,0,0,19e
122m²,5 p.,4,1 940 000 €,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:158
Parking
Terrasse/Balcon
:Terrasse
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",4,122,5,4,4,2,1,1,Terrasse,Unknown,0,1,1940000,Average,0,0,0,0,4e
68m²,4 p.,3,830 000 €,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:2679339
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:1",10,68,4,3,3,0,1,0,Terrasse,Unknown,0,0,830000,Small,1,0,0,0,10e
36m²,2 p.,1,524 000 €,"Paris 18 (75018)
Abbesses","Ref de l'annonce
:0555
Etage du bien
:2e
Cave
Nombre de salle de bain
:1",18,36,2,1,0,2,1,1,0,Unknown,0,0,524000,Average,0,0,0,0,18e
32m²,1 p.,-1,375 000 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:162373805
Chauffage
:Au gaz
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur",15,32,1,0,9,8,0,1,0,Au gaz,0,0,375000,Average,0,0,0,0,15e
67m²,3 p.,2,745 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:1513
Chauffage
:Individuel, au gaz
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",11,67,3,2,6,5,1,1,0,"Individuel, au gaz",0,0,745000,Average,0,0,1,0,11e
18m²,1 p.,-1,199 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:1515
Nombre d'étages du bâtiment
:6",11,18,1,0,6,0,0,0,0,Unknown,0,0,199000,Average,1,0,0,0,11e
29m²,1 p.,-1,346 500 €,"Paris 20 (75020)
Alexandre Dumas","Ref de l'annonce
:0147
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Ascenseur
Accès handicapé",20,29,1,0,5,4,0,0,0,Unknown,0,1,346500,Average,0,0,0,0,20e
63m²,3 p.,2,787 500 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:75401
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",15,63,3,2,6,2,1,1,0,Unknown,0,0,787500,Average,0,0,0,0,15e
28m²,1 p.,-1,355 000 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:75177
Rénové
Chauffage
:électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:6",15,28,1,0,6,1,0,0,0,électrique,1,0,355000,Average,0,0,0,0,15e
129m²,6 p.,3,1 650 000 €,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:207
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:3
Cave
Nombre de salle de bain
:1",17,129,6,3,3,1,1,1,0,Individuel,0,0,1650000,Small,0,0,1,0,17e
53m²,2 p.,1,598 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:vlx16_paris
Rénové
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",16,53,2,1,7,6,1,1,0,Central,1,0,598000,Average,0,1,0,0,16e
87m²,4 p.,2,999 000 €,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:VA2148-INNOVEIMMO
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",17,87,4,2,5,1,1,1,0,Central,0,0,999000,Average,0,1,0,0,17e
33m²,1 p.,-1,475 000 €,"Paris 02 (75002)
Métro 4 septembre","Ref de l'annonce
:455
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",2,33,1,0,6,0,1,0,Terrasse,Unknown,0,0,475000,Average,1,0,0,0,2e
189m²,6 p.,4,2 490 000 €,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:LKM29571
Chauffage
:Au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",8,189,6,4,4,2,1,1,Balcon,Au gaz,0,1,2490000,Average,0,0,0,0,8e
120m²,5 p.,3,1 456 000 €,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:529
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",10,120,5,3,5,5,1,1,Balcon,Unknown,0,0,1456000,Average,0,0,0,1,10e
25m²,2 p.,1,385 000 €,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:524
Etage du bien
:3e
Nombre d'étages du bâtiment
:6",2,25,2,1,6,3,0,0,0,Unknown,0,0,385000,Average,0,0,0,0,2e
54m²,3 p.,2,667 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:LKM32412
Chauffage
:Au gaz
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,54,3,2,6,0,1,1,Terrasse,Au gaz,0,0,667000,Average,1,0,0,0,16e
102m²,4 p.,3,1 172 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:403
Chauffage
:Individuel
Terrasse/Balcon
:Terrasse
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",18,102,4,3,4,4,1,0,Terrasse,Individuel,0,0,1172000,Average,0,0,1,1,18e
23m²,1 p.,-1,313 500 €,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:1315
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:5",1,23,1,0,5,4,0,0,0,Individuel,0,0,313500,Average,0,0,1,0,1e
161m²,5 p.,3,1 750 000 €,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:JA-RB
Chauffage
:Au gaz
Etage du bien
:1er
Cave
Nombre de salle de bain
:1",10,161,5,3,0,1,1,1,0,Au gaz,0,0,1750000,Average,0,0,0,0,10e
32m²,2 p.,1,369 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:553
Etage du bien
:5e
Cave",20,32,2,1,0,5,0,1,0,Unknown,0,0,369000,Average,0,0,0,0,20e
69m²,3 p.,2,850 000 €,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:6711
Terrasse/Balcon
:Balcon
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",17,69,3,2,9,8,1,1,Balcon,Unknown,0,0,850000,Average,0,0,0,0,17e
91m²,4 p.,3,980 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:266d2d
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",18,91,4,3,7,3,1,1,0,Individuel,0,0,980000,Average,0,0,1,0,18e
79m²,3 p.,1,1 190 000 €,"Paris 02 (75002)
Bourse","Ref de l'annonce
:379
Chauffage
:Individuel, au gaz
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",2,79,3,1,6,6,1,1,0,"Individuel, au gaz",0,0,1190000,Average,0,0,1,1,2e
40m²,2 p.,1,400 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:404
Chauffage
:Individuel, au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Sécurité
:Gardien",18,40,2,1,6,1,0,1,0,"Individuel, au gaz",0,0,400000,Average,0,0,1,0,18e
48m²,2 p.,1,625 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:117
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",11,48,2,1,5,3,1,1,0,Unknown,0,0,625000,Average,0,0,0,0,11e
51m²,3 p.,2,575 000 €,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:LKM31905
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",12,51,3,2,6,1,0,1,0,Unknown,0,0,575000,Average,0,0,0,0,12e
67m²,4 p.,2,840 000 €,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:528
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",9,67,4,2,6,5,1,1,Balcon,Au gaz,0,0,840000,Average,0,0,0,0,9e
18m²,2 p.,1,220 000 €,"Paris 15 (75015)
Volontaires","Ref de l'annonce
:0216
Chauffage
:Individuel
Nombre d'étages du bâtiment
:3
Cave",15,18,2,1,3,0,0,1,0,Individuel,0,0,220000,Small,1,0,1,0,15e
63m²,3 p.,2,630 000 €,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:ALESIA2
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:15e
Nombre d'étages du bâtiment
:16
Sécurité
:Gardien
Nombre de salle de bain
:1",14,63,3,2,16,15,1,0,Balcon,Central,0,0,630000,Tower,0,1,0,0,14e
112m²,5 p.,3,1 480 000 €,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:TERNES 4
Etage du bien
:3e
Ascenseur",17,112,5,3,0,3,0,0,0,Unknown,0,0,1480000,Average,0,0,0,0,17e
29m²,1 p.,-1,440 000 €,"Paris 08 (75008)
Europe","Ref de l'annonce
:4040892
Chauffage
:électrique
Nombre d'étages du bâtiment
:6
Ascenseur",8,29,1,0,6,0,0,0,0,électrique,0,0,440000,Average,1,0,0,0,8e
57m²,3 p.,2,575 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:JS/Belfort.a
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",11,57,3,2,6,1,1,1,0,Unknown,0,0,575000,Average,0,0,0,0,11e
60m²,3 p.,2,830 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:VB/90voltaire.a
Rénové
Chauffage
:électrique
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",11,60,3,2,6,3,0,1,0,électrique,1,0,830000,Average,0,0,0,0,11e
129m²,5 p.,3,1 545 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:L7590B
Chauffage
:Central
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,129,5,3,7,0,1,1,0,Central,0,0,1545000,Average,1,1,0,0,16e
28m²,2 p.,1,270 000 €,"Paris 18 (75018)
PARIS","Ref de l'annonce
:202472RE6
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5",18,28,2,1,5,0,0,0,0,"Individuel, électrique",0,0,270000,Average,1,0,1,0,18e
169m²,5 p.,4,2 070 000 €,"Paris 03 (75003)
Temple","Ref de l'annonce
:162109415
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",3,169,5,4,4,2,1,1,0,Individuel,0,0,2070000,Average,0,0,1,0,3e
39m²,2 p.,1,446 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:5470
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Meublé
Cave
Ascenseur",11,39,2,1,6,1,0,1,0,Unknown,0,0,446000,Average,0,0,0,0,11e
103m²,4 p.,3,1 449 000 €,"Paris 15 (75015)
Commerces, restaurants, écoles","Ref de l'annonce
:550
Chauffage
:Individuel
Nombre d'étages du bâtiment
:1
Nombre de salle de bain
:1",15,103,4,3,1,0,1,0,0,Individuel,0,0,1449000,Small,1,0,1,0,15e
25m²,2 p.,1,322 000 €,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:6707
Nombre d'étages du bâtiment
:4
Cave",17,25,2,1,4,0,0,1,0,Unknown,0,0,322000,Average,1,0,0,0,17e
47m²,2 p.,1,467 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:LKM31445
Chauffage
:Au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",20,47,2,1,9,5,1,1,Balcon,Au gaz,0,1,467000,Average,0,0,0,0,20e
54m²,3 p.,2,610 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:c25cc5
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",20,54,3,2,6,2,1,1,0,Central,0,0,610000,Average,0,1,0,0,20e
94m²,3 p.,2,1 450 000 €,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:TG-STG
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",3,94,3,2,5,1,1,0,0,Unknown,0,0,1450000,Average,0,0,0,0,3e
42m²,2 p.,1,610 000 €,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:CT2098
Rénové
Chauffage
:électrique
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",3,42,2,1,6,5,0,1,0,électrique,1,0,610000,Average,0,0,0,0,3e
51m²,2 p.,1,638 600 €,"Paris 05 (75005)
Val-de-Grâce","Ref de l'annonce
:ISL/FCF/9266/V
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur",5,51,2,1,4,4,0,1,0,Individuel,0,0,638600,Average,0,0,1,1,5e
64m²,3 p.,2,963 000 €,"Paris 01 (75001)
Tous commerces","Ref de l'annonce
:545
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",1,64,3,2,6,4,1,0,0,Central,0,0,963000,Average,0,1,0,0,1e
29m²,1 p.,-1,399 000 €,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:2679296
Etage du bien
:2e
Cave",2,29,1,0,0,2,0,1,0,Unknown,0,0,399000,Average,0,0,0,0,2e
71m²,3 p.,2,1 144 000 €,"Paris 08 (75008)
Champs-Élysées","Ref de l'annonce
:GV/DA/8828/V
Chauffage
:Individuel, au gaz
Etage du bien
:1er
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",8,71,3,2,0,1,1,1,0,"Individuel, au gaz",0,0,1144000,Average,0,0,1,0,8e
35m²,1 p.,-1,349 000 €,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:115
Chauffage
:Au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Nombre de salle de bain
:1",14,35,1,0,9,4,1,1,0,Au gaz,0,0,349000,Average,0,0,0,0,14e
71m²,3 p.,1,780 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:162009865
Chauffage
:Central
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",20,71,3,1,6,5,1,1,"Terrasse, balcon",Central,0,1,780000,Average,0,1,0,0,20e
52m²,2 p.,1,585 000 €,"Paris 15 (75015)
Lourmel","Ref de l'annonce
:0217
Chauffage
:Individuel
Terrasse/Balcon
:Terrasse
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,52,2,1,8,6,1,1,Terrasse,Individuel,0,0,585000,Average,0,0,1,0,15e
85m²,4 p.,2,830 000 €,"Paris 15 (75015)
Porte de versailles","Ref de l'annonce
:0218
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,85,4,2,8,4,1,1,0,Central,0,0,830000,Average,0,1,0,0,15e
74m²,4 p.,2,930 000 €,"Paris 15 (75015)
Vaugirard","Ref de l'annonce
:0201
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",15,74,4,2,6,5,0,1,"Terrasse, balcon",Unknown,0,0,930000,Average,0,0,0,0,15e
31m²,1 p.,-1,387 000 €,"Paris 15 (75015)
Convention","Ref de l'annonce
:0210
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:3
Ascenseur",15,31,1,0,3,1,0,0,Balcon,Central,0,0,387000,Small,0,1,0,0,15e
27m²,1 p.,-1,387 000 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:LKM31279
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:9e
Nombre d'étages du bâtiment
:10
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,27,1,0,10,9,1,0,Balcon,Central,0,0,387000,High,0,1,0,0,15e
28m²,2 p.,1,270 000 €,"Paris 18 (75018)
PARIS","Ref de l'annonce
:202472RE6
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5",18,28,2,1,5,0,0,0,0,"Individuel, électrique",0,0,270000,Average,1,0,1,0,18e
25m²,2 p.,1,343 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:DAABBESS0510
Rénové
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Nombre de salle de bain
:1",18,25,2,1,5,2,1,1,0,Unknown,1,0,343000,Average,0,0,0,0,18e
40m²,2 p.,1,589 000 €,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:3915081
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",4,40,2,1,5,2,1,0,0,"Individuel, au gaz",0,0,589000,Average,0,0,1,0,4e
17m²,2 p.,1,365 000 €,"Paris 16 (75116)
Paris","Ref de l'annonce
:d2117f
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Ascenseur
Nombre de salle de bain
:1",16,17,2,1,4,4,1,0,0,Individuel,0,0,365000,Average,0,0,1,1,16e
85m²,4 p.,3,1 098 000 €,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:161983585
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",14,85,4,3,0,2,1,0,Balcon,Central,0,0,1098000,Average,0,1,0,0,14e
138m²,6 p.,4,1 570 000 €,"Paris 15 (75015)
Javel","Ref de l'annonce
:BQT/EB/9317/V
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:13e
Nombre d'étages du bâtiment
:13
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",15,138,6,4,13,13,1,1,Balcon,Unknown,0,1,1570000,Tower,0,0,0,1,15e
21m²,1 p.,-1,310 000 €,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:JSSD
Etage du bien
:1er
Nombre d'étages du bâtiment
:6",1,21,1,0,6,1,0,0,0,Unknown,0,0,310000,Average,0,0,0,0,1e
69m²,3 p.,2,820 000 €,"Paris 11 (75011)
Commerces, écoles, restaurants, parcs","Ref de l'annonce
:543
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",11,69,3,2,6,4,1,1,0,Individuel,0,0,820000,Average,0,0,1,0,11e
107m²,4 p.,2,1 030 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:0149
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:9e
Nombre d'étages du bâtiment
:9
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",18,107,4,2,9,9,1,0,Terrasse,Central,0,0,1030000,Average,0,1,0,1,18e
67m²,3 p.,2,999 000 €,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:161955831
Etage du bien
:3e
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",7,67,3,2,0,3,1,1,0,Unknown,0,0,999000,Average,0,0,0,0,7e
28m²,1 p.,-1,372 000 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:b4ea6d
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,28,1,0,8,7,1,1,Balcon,Individuel,0,0,372000,Average,0,0,1,0,15e
32m²,2 p.,1,371 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:161903481
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",16,32,2,1,6,4,0,1,0,Central,0,0,371000,Average,0,1,0,0,16e
76m²,3 p.,1,874 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:161903477
Chauffage
:Central
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,76,3,1,4,0,1,1,0,Central,0,0,874000,Average,1,1,0,0,16e
124m²,5 p.,3,1 840 000 €,"Paris 17 (75017)
Pont Cardinet, Brochant","Ref de l'annonce
:9236MEL
Chauffage
:Central
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",17,124,5,3,6,1,1,1,"Terrasse, balcon",Central,0,1,1840000,Average,0,1,0,0,17e
74m²,3 p.,2,745 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:LKM29165
Chauffage
:Individuel, au gaz
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",18,74,3,2,5,5,1,0,0,"Individuel, au gaz",0,0,745000,Average,0,0,1,1,18e
63m²,3 p.,2,978 000 €,"Paris 18 (75018)
Abbesses","Ref de l'annonce
:1534LSD-2
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",18,63,3,2,6,4,0,1,0,Individuel,0,0,978000,Average,0,0,1,0,18e
67m²,3 p.,1,1 249 000 €,3 Rue Octave Feuillet 75016 Paris 16e,"Ref de l'annonce
:125518
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,67,3,1,0,6,1,1,Balcon,Unknown,0,0,1249000,Average,0,0,0,0,16e
59m²,3 p.,2,579 000 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:JA2907202
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",15,59,3,2,6,0,0,1,0,Unknown,0,0,579000,Average,1,0,0,0,15e
59m²,3 p.,2,579 000 €,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:JA290720
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",7,59,3,2,6,0,0,1,0,Unknown,0,0,579000,Average,1,0,0,0,7e
75m²,3 p.,2,799 000 €,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:500
Etage du bien
:5e
Cave
Ascenseur
Sécurité
:Gardien",2,75,3,2,0,5,0,1,0,Unknown,0,0,799000,Average,0,0,0,0,2e
177m²,5 p.,3,1 990 000 €,"Paris 17 (75017)
PARIS","Ref de l'annonce
:202444RD2
Nombre d'étages du bâtiment
:6
Ascenseur",17,177,5,3,6,0,0,0,0,Unknown,0,0,1990000,Average,1,0,0,0,17e
60m²,3 p.,2,549 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:ST 36
Chauffage
:Individuel
Nombre d'étages du bâtiment
:6
Cave",18,60,3,2,6,0,0,1,0,Individuel,0,0,549000,Average,1,0,1,0,18e
60m²,3 p.,2,700 000 €,"Paris 10 (75010)
Porte Saint denis | paradis","Ref de l'annonce
:UB87-782-SL
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",10,60,3,2,6,5,1,0,0,Individuel,0,0,700000,Average,0,0,1,0,10e
15m²,1 p.,-1,299 000 €,"Paris 15 (75015)
Métro Volontaires","Ref de l'annonce
:542
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien",15,15,1,0,8,0,0,0,0,Unknown,0,0,299000,Average,1,0,0,0,15e
48m²,2 p.,1,550 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:b9cf08
Chauffage
:Individuel
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",20,48,2,1,6,1,1,1,0,Individuel,0,1,550000,Average,0,0,1,0,20e
82m²,6 p.,3,880 000 €,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:6ff4a0
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:3",9,82,6,3,5,2,3,1,Balcon,Individuel,0,0,880000,Average,0,0,1,0,9e
108m²,4 p.,2,1 350 000 €,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:161836891
Chauffage
:Au gaz
Etage du bien
:3e
Cave
Nombre de salle de bain
:2",13,108,4,2,0,3,2,1,0,Au gaz,0,0,1350000,Average,0,0,0,0,13e
201m²,5 p.,3,2 190 000 €,"Paris 18 (75018)
Lamarck-Caulaincourt","Ref de l'annonce
:L4639JVV
Chauffage
:Individuel
Nombre d'étages du bâtiment
:6
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",18,201,5,3,6,0,1,1,0,Individuel,0,0,2190000,Average,1,0,1,0,18e
79m²,3 p.,2,760 000 €,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:3849188
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",17,79,3,2,8,1,1,1,Balcon,Au gaz,0,0,760000,Average,0,0,0,0,17e
34m²,2 p.,1,400 000 €,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:LKM30521
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",10,34,2,1,6,3,1,1,0,Unknown,0,0,400000,Average,0,0,0,0,10e
80m²,4 p.,2,1 040 000 €,"Paris 18 (75018)
Abbesses","Ref de l'annonce
:1535LSD
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",18,80,4,2,6,4,1,1,0,Individuel,0,0,1040000,Average,0,0,1,0,18e
44m²,2 p.,1,595 000 €,36 RUE PIERRE SEMARD 75009 Paris 9e,"Ref de l'annonce
:161766107
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave",9,44,2,1,6,2,0,1,0,Unknown,0,0,595000,Average,0,0,0,0,9e
