Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,Heating_Central,Heating_Individual,Price_int,Last_floor
40m²,2 p.,1 p.,547 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:LKM32109
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Meublé
Nombre de salle de bain
:1",11,40,5,2,1,0,0,Unknown,0,0,0,0,13.212204081404119,0
52m²,3 p.,2 p.,599 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:4137182
Chauffage
:Individuel, au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",18,52,4,4,1,1,0,"Individuel, au gaz",0,0,0,1,13.303016877097587,1
33m²,1 p.,0 p.,428 500 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:4137191
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",11,33,6,6,1,1,0,Unknown,0,0,0,0,12.968046017019972,1
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",19,33,14,1,1,0,0,Unknown,0,1,0,0,12.702596484585305,0
110m²,5 p.,3 p.,1 250 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:W-02JH25
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:2",10,110,5,1,2,0,Terrasse,Unknown,0,0,0,0,14.038654109278484,0
37m²,2 p.,1 p.,589 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:ALMA
Rénové
Nombre d'étages du bâtiment
:4",16,37,4,2,0,0,0,Unknown,1,0,0,0,13.286181462633724,0
86m²,3 p.,2 p.,1 199 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:HDN-MART
Rénové
Chauffage
:électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Nombre de salle de bain
:1",3,86,5,2,1,1,0,électrique,1,0,0,0,13.996998434009651,0
38m²,2 p.,1 p.,529 000 ,"Paris 11 (75011)
PARIS 11EME ARR.","Ref de l'annonce
:14371",11,38,5,2,0,0,0,Unknown,0,0,0,0,13.178743710840436,0
72m²,3 p.,2 p.,870 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:DM 5313/V
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,72,7,1,1,1,0,Unknown,0,0,0,0,13.676248490630767,0
58m²,2 p.,1 p.,739 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:2020-08-75116-58-V
Etage du bien
:2e
Cave
Ascenseur
Nombre de salle de bain
:1",16,58,6,2,1,1,0,Unknown,0,0,0,0,13.513053199930338,0
60m²,3 p.,2 p.,650 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:1001851
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",20,60,7,1,1,1,Balcon,Unknown,0,0,0,0,13.38472764187182,0
42m²,2 p.,1 p.,555 000 ,21 Rue de Seine 75006 Paris 6e,"Ref de l'annonce
:197243
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",6,42,5,5,1,0,0,Unknown,0,0,0,0,13.226723392728571,1
42m²,1 p.,0 p.,555 000 ,21 Rue de Seine 75006 Paris 6e,"Ref de l'annonce
:149217
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",6,42,5,5,1,0,0,Unknown,0,0,0,0,13.226723392728571,1
60m²,4 p.,3 p.,828 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:FR75-923_
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:1
Nombre de salle de bain
:1",10,60,1,1,1,0,Terrasse,Unknown,0,0,0,0,13.626768433367397,1
54m²,3 p.,2 p.,567 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:94
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Nombre de salle de bain
:1",10,54,7,4,1,0,0,Unknown,0,0,0,0,13.248114582709889,0
36m²,2 p.,1 p.,345 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:85
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Nombre de salle de bain
:1",19,36,4,2,1,0,0,Unknown,0,0,0,0,12.751299696013497,0
51m²,3 p.,2 p.,525 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:ORNANO_bis_bis_bis
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6",18,51,6,1,0,0,0,Individuel,0,0,0,1,13.17115354157376,0
47m²,4 p.,3 p.,882 000 ,"Paris 05 (75005)
PARIS","Ref de l'annonce
:LUX382
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:3
Cave
Ascenseur
Sécurité
:Gardien",5,47,3,2,0,1,Balcon,Individuel,0,0,0,1,13.68994733498893,0
44m²,2 p.,1 p.,480 000 ,"Paris 11 (75011)
PARIS","Ref de l'annonce
:2275
Chauffage
:Individuel, électrique
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",11,44,5,4,1,0,0,"Individuel, électrique",0,0,0,1,13.081541382884074,0
62m²,3 p.,2 p.,695 100 ,"Paris 13 (75013)
CROULEBARBE","Ref de l'annonce
:MC-812
Chauffage
:Central, au fioul
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",13,62,7,1,1,1,0,"Central, au fioul",0,0,1,0,13.451810999088577,0
47m²,2 p.,1 p.,425 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:821
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",19,47,8,2,1,1,Balcon,Unknown,0,0,0,0,12.959844447906553,0
17m²,1 p.,0 p.,163 000 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:GB00108287
Etage du bien
:1er",19,17,6,1,0,0,0,Unknown,0,0,0,0,12.0015054797889,0
33m²,2 p.,1 p.,225 000 ,"Paris 18 (75018)
La Chapelle","Ref de l'annonce
:26883840
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",18,33,6,1,1,1,0,Unknown,0,0,0,0,12.323855681186558,0
89m²,4 p.,3 p.,1 598 212 ,"Paris 15 (75015)
Métro","Ref de l'annonce
:30509834-800046
Etage du bien
:7e",15,89,6,7,0,0,0,Unknown,0,0,0,0,14.284396062341314,0
60m²,3 p.,2 p.,750 000 ,"Paris 11 (75011)
PARIS","Ref de l'annonce
:242193CXR
Etage du bien
:1er",11,60,5,1,0,0,0,Unknown,0,0,0,0,13.527828485512494,0
86m²,4 p.,3 p.,890 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:3062
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:9e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",20,86,10,9,1,1,Balcon,Central,0,0,1,0,13.698976741708323,0
64m²,4 p.,3 p.,519 500 ,"Paris 19 (75019)
Flandre","Ref de l'annonce
:806990
Chauffage
:Central, électrique
Terrasse/Balcon
:Balcon
Etage du bien
:15e
Nombre d'étages du bâtiment
:27
Cave
Ascenseur
Sécurité
:Gardien",19,64,27,15,0,1,Balcon,"Central, électrique",0,0,1,0,13.16062208952142,0
85m²,3 p.,2 p.,915 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:4068766
Chauffage
:Individuel
Cave
Ascenseur
Nombre de salle de bain
:1",11,85,5,2,1,1,0,Individuel,0,0,0,1,13.726679344257658,0
81m²,4 p.,3 p.,865 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:3821957
Chauffage
:Central
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",14,81,4,1,2,1,0,Central,0,1,1,0,13.670484785914017,0
46m²,2 p.,1 p.,530 000 ,"Paris 14 (75014)
Sarrette","Ref de l'annonce
:162061301
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",14,46,5,4,1,1,Balcon,Unknown,0,1,0,0,13.180632285528304,0
69m²,3 p.,2 p.,898 500 ,"Paris 14 (75014)
PARIS 14EME ARR.","Ref de l'annonce
:14370
Chauffage
:Individuel, au gaz
Etage du bien
:1er
Cave",14,69,5,1,0,1,0,"Individuel, au gaz",0,0,0,1,13.70848198520575,0
26m²,1 p.,0 p.,410 000 ,"Paris 08 (75008)
Madeleine | st Augustin","Ref de l'annonce
:LA2-788
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",8,26,5,3,1,0,0,Unknown,0,0,0,0,12.92391243868049,0
110m²,4 p.,2 p.,1 798 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:2020-07-75004-120-V
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",4,110,6,2,1,1,Balcon,Unknown,0,0,0,0,14.402185494013702,0
112m²,4 p.,3 p.,995 000 ,"Paris 19 (75019)
Amérique","Ref de l'annonce
:162057383
Etage du bien
:9e
Cave
Nombre de salle de bain
:1",19,112,6,9,1,1,0,Unknown,0,0,0,0,13.81049801614073,0
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",19,33,14,1,1,0,0,Unknown,0,1,0,0,12.702596484585305,0
130m²,4 p.,3 p.,1 899 000 ,"Paris 18 (75018)
Abbesses","Ref de l'annonce
:144110
Etage du bien
:3e
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:1",18,130,3,3,1,0,0,Unknown,0,0,0,0,14.456837989794423,1
59m²,3 p.,2 p.,830 000 ,"Paris 18 (75018)
Abbesses","Ref de l'annonce
:143241
Etage du bien
:2e
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:1",18,59,3,2,1,0,0,Unknown,0,0,0,0,13.62918097977278,0
63m²,3 p.,2 p.,839 000 ,"Paris 18 (75018)
Abbesses","Ref de l'annonce
:196596
Etage du bien
:1er
Nombre d'étages du bâtiment
:3",18,63,3,1,0,0,0,Unknown,0,0,0,0,13.639965985449344,0
33m²,1 p.,0 p.,405 000 ,"Paris 18 (75018)
Abbesses","Ref de l'annonce
:130035
Etage du bien
:1er
Nombre d'étages du bâtiment
:3",18,33,3,1,0,0,0,Unknown,0,0,0,0,12.911642346088676,0
31m²,1 p.,0 p.,355 000 ,"Paris 13 (75013)
Censier Daubenton","Ref de l'annonce
:VW1-902
Chauffage
:Central
Etage du bien
:5e
Ascenseur
Nombre de salle de bain
:1",13,31,6,5,1,0,0,Central,0,0,1,0,12.779873068457553,0
24m²,1 p.,0 p.,349 000 ,"Paris 08 (75008)
Faubourg-du-Roule","Ref de l'annonce
:3915751
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Meublé",8,24,5,3,0,0,0,Unknown,0,0,0,0,12.762827201184564,0
28m²,2 p.,1 p.,328 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:162055739
Rénové
Etage du bien
:1er
Nombre d'étages du bâtiment
:6",18,28,6,1,0,0,0,Unknown,1,0,0,0,12.70076888736628,0
33m²,1 p.,0 p.,350 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:CC04030308
Rénové
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",18,33,8,5,1,1,Balcon,Unknown,1,0,0,0,12.765688433465597,0
48m²,3 p.,1 p.,555 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:EC/GT
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",17,48,4,1,1,1,0,Unknown,0,0,0,0,13.226723392728571,0
25m²,1 p.,0 p.,254 700 ,"Paris 18 (75018)
PARIS 18E ARRONDISSEMENT","Ref de l'annonce
:80350
Chauffage
:Central, au gaz
Parking
Etage du bien
:16e
Nombre de salle de bain
:1",18,25,5,16,1,0,0,"Central, au gaz",0,1,1,0,12.447841660967548,0
35m²,2 p.,1 p.,306 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:smaj2028
Chauffage
:électrique
Nombre d'étages du bâtiment
:5
Cave
Sécurité
:Gardien",19,35,5,1,0,1,0,électrique,0,0,0,0,12.631340380934517,0
34m²,1 p.,0 p.,714 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:162050565
Etage du bien
:6e
Nombre d'étages du bâtiment
:9
Cave
Sécurité
:Gardien",16,34,9,6,0,1,0,Unknown,0,0,0,0,13.478638241321722,0
93m²,4 p.,3 p.,1 345 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:380
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien",1,93,6,3,0,0,0,Unknown,0,0,0,0,14.111904571018076,0
59m²,3 p.,1 p.,795 000 ,"Paris 07 (75007)
Invalides","Ref de l'annonce
:BQT/EB/9298/V
Chauffage
:Au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",7,59,4,4,1,0,0,Au gaz,0,0,0,0,13.58609739363647,1
66m²,2 p.,1 p.,1 040 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:161744083
Chauffage
:électrique
Etage du bien
:4e
Cave
Ascenseur
Nombre de salle de bain
:1",3,66,5,4,1,1,0,électrique,0,0,0,0,13.854731271117556,0
26m²,1 p.,0 p.,535 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:2679277
Nombre d'étages du bâtiment
:5
Sécurité
:Gardien",7,26,5,1,0,0,0,Unknown,0,0,0,0,13.190022025878143,0
44m²,2 p.,1 p.,648 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:Nesle
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Meublé
Nombre de salle de bain
:1",6,44,5,1,1,0,0,Individuel,0,0,0,1,13.381645975334411,0
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",19,33,14,1,1,0,0,Unknown,0,1,0,0,12.702596484585305,0
165m²,7 p.,4 p.,1 735 000 ,"Paris 15 (75015)
Institut Pasteur","Ref de l'annonce
:132971
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",15,165,5,2,1,1,Balcon,Unknown,0,0,0,0,14.366517971363097,0
52m²,3 p.,1 p.,760 000 ,"Paris 17 (75017)
Niel | ternes","Ref de l'annonce
:135542
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",17,52,6,4,0,1,0,Unknown,0,0,0,0,13.541073712262515,0
93m²,6 p.,4 p.,1 365 000 ,Paris 06 (75006)|Odéon - Mabillon,"Ref de l'annonce
:EMPAL164
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Accès handicapé",6,93,6,4,0,1,0,Unknown,0,0,0,0,14.126664986601197,0
60m²,3 p.,1 p.,693 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:162033499
Etage du bien
:6e
Cave
Ascenseur
Nombre de salle de bain
:1",10,60,5,6,1,1,0,Unknown,0,0,0,0,13.448785278172041,0
20m²,1 p.,0 p.,310 000 ,"Paris 01 (75001)
Halles","Ref de l'annonce
:8057
Etage du bien
:1er
Nombre d'étages du bâtiment
:6",1,20,6,1,0,0,0,Unknown,0,0,0,0,12.644327576461329,0
26m²,2 p.,1 p.,279 500 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:2872
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave",18,26,6,1,0,1,0,Individuel,0,0,0,1,12.540757571577291,0
18m²,1 p.,0 p.,225 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:Studio 4D Eglise
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Ascenseur
Nombre de salle de bain
:1",15,18,8,4,1,0,0,Central,0,0,1,0,12.323855681186558,0
161m²,7 p.,4 p.,1 975 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:10569
Parking
Cave
Ascenseur",16,161,6,2,0,1,0,Unknown,0,1,0,0,14.496078956317358,0
31m²,2 p.,1 p.,290 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:162039335
Rénové
Chauffage
:électrique
Etage du bien
:4e
Nombre d'étages du bâtiment
:5",18,31,5,4,0,0,0,électrique,1,0,0,0,12.577636201962656,0
15m²,1 p.,0 p.,145 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:162038103
Rénové
Chauffage
:électrique
Cave",18,15,5,1,0,1,0,électrique,1,0,0,0,11.884489021402711,0
85m²,3 p.,2 p.,775 000 ,Paris 20 (75020)|Père Lachaise - Réunion...,"Ref de l'annonce
:7500881844
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",20,85,7,4,0,1,Balcon,Au gaz,0,0,0,0,13.560618308335483,0
36m²,2 p.,1 p.,367 500 ,Paris 18 (75018)|Montmartre - Sacré Coeur - Abb...,"Ref de l'annonce
:340934365725
Chauffage
:Au gaz
Etage du bien
:6e
Ascenseur",18,36,5,6,0,0,0,Au gaz,0,0,0,0,12.814478597635029,0
125m²,4 p.,3 p.,1 300 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:6703
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:5
Cave
Ascenseur",18,125,5,1,0,1,Terrasse,Unknown,0,0,0,0,14.077874822431765,0
48m²,2 p.,1 p.,504 000 ,"Paris 14 (75014)|Jean Moulin - Porte d'Orléans, ...","Ref de l'annonce
:2764
Chauffage
:Central, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",14,48,7,5,0,1,Balcon,"Central, au gaz",0,0,1,0,13.130331547053506,0
66m²,3 p.,2 p.,698 000 ,"Paris 20 (75020)
PARIS 20EME ARRONDISSEMENT",-1,20,66,5,1,0,0,0,Unknown,0,0,0,0,13.45597438174451,0
62m²,3 p.,2 p.,625 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:392
Terrasse/Balcon
:Balcon
Etage du bien
:12e
Nombre d'étages du bâtiment
:12
Cave
Ascenseur
Nombre de salle de bain
:1",12,62,12,12,1,1,Balcon,Unknown,0,0,0,0,13.345506928718539,1
115m²,5 p.,4 p.,1 345 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:13396_IA
Terrasse/Balcon
:Terrasse
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",20,115,5,4,1,1,Terrasse,Unknown,0,0,0,0,14.111904571018076,0
86m²,4 p.,3 p.,1 063 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:13392_IA
Terrasse/Balcon
:Terrasse
Etage du bien
:6e
Nombre d'étages du bâtiment
:10
Ascenseur
Nombre de salle de bain
:1",13,86,10,6,1,0,Terrasse,Unknown,0,0,0,0,13.876605657324085,0
61m²,3 p.,2 p.,774 600 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:13377_IA
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:9
Ascenseur
Nombre de salle de bain
:1",13,61,9,2,1,0,Balcon,Unknown,0,0,0,0,13.56010204606279,0
77m²,3 p.,1 p.,624 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:BP 39
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Sécurité
:Gardien",19,77,6,5,0,0,Balcon,Unknown,0,0,0,0,13.343905647351566,0
71m²,3 p.,2 p.,485 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:CF313
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:22
Cave
Sécurité
:Gardien",19,71,22,6,0,1,0,Central,0,0,1,0,13.091904169919621,0
47m²,2 p.,1 p.,490 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:4077_bis
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",20,47,7,2,1,1,Balcon,Individuel,0,0,0,1,13.102160670086809,0
85m²,4 p.,2 p.,998 000 ,"Paris 11 (75011)
Charonne","Ref de l'annonce
:V10008175
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:1",11,85,7,5,1,1,0,Unknown,0,0,0,0,13.813508555293602,0
20m²,1 p.,0 p.,261 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:8400
Chauffage
:Central",15,20,6,1,0,0,0,Central,0,0,1,0,12.47227568630483,0
83m²,4 p.,3 p.,1 090 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:4 PIECES Chemin Vert
Rénové
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",11,83,6,3,1,1,0,Unknown,1,0,0,0,13.901688254205327,0
38m²,3 p.,2 p.,355 000 ,Paris 20 (75020)|Gambetta,"Ref de l'annonce
:2450
Chauffage
:Individuel, électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave",20,38,5,1,0,1,0,"Individuel, électrique",0,0,0,1,12.779873068457553,0
16m²,1 p.,1 p.,189 000 ,Paris 20 (75020)|Ménilmontant - Amandiers...,"Ref de l'annonce
:2448
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:1",20,16,1,1,0,0,0,"Individuel, électrique",0,0,0,1,12.14950229404178,1
38m²,2 p.,1 p.,355 000 ,Paris 20 (75020)|Gambetta,"Ref de l'annonce
:2449
Chauffage
:Individuel, électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave",20,38,5,1,0,1,0,"Individuel, électrique",0,0,0,1,12.779873068457553,0
16m²,1 p.,1 p.,189 000 ,"Paris 11 (75011)
PARIS","Ref de l'annonce
:2447
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:1",11,16,1,2,0,0,0,"Individuel, électrique",0,0,0,1,12.14950229404178,0
38m²,2 p.,1 p.,499 000 ,"Paris 10 (75010)
Goncourt","Ref de l'annonce
:31911924
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave",10,38,5,1,0,1,0,Unknown,0,0,0,0,13.120361374733656,0
50m²,2 p.,1 p.,1 155 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:PLHMAVSG92
Chauffage
:Au gaz
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Nombre de salle de bain
:1",20,50,4,4,1,1,"Terrasse, balcon",Au gaz,0,0,0,0,13.959610901938031,1
17m²,1 p.,0 p.,213 000 ,"Paris 16 (75016)
Paris","Chauffage
:Au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:9
Ascenseur",16,17,9,1,0,0,0,Au gaz,0,0,0,0,12.269047444691562,0
24m²,1 p.,0 p.,380 000 ,Paris 06 (75006)|Odéon - Mabillon,"Ref de l'annonce
:DFV1958A
Etage du bien
:6e",6,24,6,6,0,0,0,Unknown,0,0,0,0,12.84792653170257,1
88m²,4 p.,2 p.,992 750 ,"Paris 15 (75015)
Rue du Commerce","Ref de l'annonce
:4594
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",15,88,9,3,1,0,Balcon,Central,0,0,1,0,13.808234148993497,0
37m²,2 p.,1 p.,459 800 ,"Paris 15 (75015)
Ligne 6 (Pasteur) - Ligne 12 (Falguière)","Ref de l'annonce
:4592
Chauffage
:Individuel, au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:6",15,37,6,1,0,0,0,"Individuel, au gaz",0,0,0,1,13.038546891311219,0
43m²,2 p.,1 p.,553 850 ,"Paris 15 (75015)
Commerce","Ref de l'annonce
:4579
Chauffage
:Individuel, au gaz
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave",15,43,6,5,0,1,0,"Individuel, au gaz",0,0,0,1,13.22464917094508,0
68m²,3 p.,2 p.,785 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:SURFACE ATYPIQUE
Nombre d'étages du bâtiment
:2
Accès handicapé
Nombre de salle de bain
:1",7,68,2,1,1,0,0,Unknown,0,0,0,0,13.573438996764546,0
58m²,2 p.,1 p.,790 000 ,"Paris 02 (75002)
Musée du Louvres, Opéra Garnier, Palais Royal, grands magasins","Ref de l'annonce
:544
Etage du bien
:3e
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",2,58,5,3,1,0,0,Unknown,0,0,0,0,13.579788224443204,0
26m²,2 p.,1 p.,420 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:LUMINEUX 2 PIECES
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur",7,26,6,4,0,0,0,Unknown,0,0,0,0,12.948009990259552,0
70m²,3 p.,2 p.,970 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:COQUET 3 PIECES
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur",7,70,5,1,0,0,0,Unknown,0,0,0,0,13.785051350479566,0
31m²,2 p.,1 p.,441 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:262
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave",17,31,4,1,0,1,0,Individuel,0,0,0,1,12.996800154428984,0
37m²,2 p.,1 p.,775 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:TRIANON120
Etage du bien
:3e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Sécurité
:Gardien",18,37,4,3,0,1,0,Unknown,0,0,0,0,13.560618308335483,0
