Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,Heating_Central,Heating_Individual,Price_int,Last_floor
30m²,1 p.,0 p.,498 750 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:SM 3760
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",7,3.4011973816621555,6,6,1,0,Balcon,Unknown,0,0,0,0,13.11986024718621,1
125m²,5 p.,3 p.,1 670 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:24
Chauffage
:Central
Parking
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",16,4.8283137373023015,7,2,1,1,0,Central,0,1,1,0,14.328334184392938,0
70m²,4 p.,2 p.,649 950 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:160503627
Rénové
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",14,4.248495242049359,5,4,1,1,Balcon,Au gaz,1,0,0,0,13.384650715836164,0
75m²,3 p.,2 p.,1 050 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:10013319
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",1,4.31748811353631,5,3,1,1,0,Unknown,0,0,0,0,13.864300722133706,0
84m²,4 p.,2 p.,1 220 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:NIEL
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",17,4.430816798843313,6,4,1,1,0,Unknown,0,0,0,0,14.01436141670944,0
70m²,4 p.,2 p.,649 950 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:3441822
Chauffage
:Central
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",15,4.248495242049359,5,4,1,1,0,Central,0,1,1,0,13.384650715836164,0
70m²,4 p.,2 p.,665 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:159556863
Rénové
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",15,4.248495242049359,5,4,1,1,Balcon,Unknown,1,1,0,0,13.407542319637992,0
36m²,2 p.,1 p.,448 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:401
Chauffage
:Au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",17,3.58351893845611,8,4,1,0,0,Au gaz,0,0,0,0,13.012548511397123,0
103m²,3 p.,2 p.,1 490 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:PASSY
Rénové
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,4.634728988229636,7,1,1,1,0,Unknown,1,0,0,0,14.214286677921642,0
89m²,3 p.,2 p.,1 095 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:23
Chauffage
:Central
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,4.48863636973214,8,3,1,1,"Terrasse, balcon",Central,0,0,1,0,13.906264921232738,0
103m²,4 p.,3 p.,1 950 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:10013294
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",1,4.634728988229636,6,3,2,1,0,Unknown,0,0,0,0,14.48333993053993,0
51m²,2 p.,1 p.,780 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:ternes
Rénové
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",17,3.9318256327243257,6,6,1,1,Balcon,Unknown,1,0,0,0,13.567049198665774,1
96m²,4 p.,2 p.,950 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:2784
Chauffage
:Central
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",18,4.564348191467836,4,1,1,1,0,Central,0,1,1,0,13.764217263576723,0
19m²,1 p.,0 p.,345 000 ,"Paris 07 (75007)
Tour Eiffel","Ref de l'annonce
:WM2-291
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Nombre de salle de bain
:1",7,2.9444389791664403,4,2,1,1,0,Individuel,0,0,0,1,12.751299696013497,0
70m²,3 p.,2 p.,650 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:160526447
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",18,4.248495242049359,6,2,1,1,0,Unknown,0,0,0,0,13.38472764187182,0
48m²,2 p.,1 p.,420 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:2783
Chauffage
:Central
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",18,3.871201010907891,6,4,1,1,0,Central,0,1,1,0,12.948009990259552,0
31m²,1 p.,0 p.,393 700 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:201
Chauffage
:Au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien",17,3.4339872044851463,8,2,1,0,0,Au gaz,0,0,0,0,12.883344476931828,0
51m²,1 p.,0 p.,693 220 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:706
Chauffage
:Au gaz
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",17,3.9318256327243257,8,7,1,0,0,Au gaz,0,0,0,0,13.449102688109637,0
137m²,4 p.,2 p.,1 335 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:728V27A
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",16,4.919980925828125,8,6,1,1,Balcon,Central,0,0,1,0,14.104441849816487,0
42m²,2 p.,1 p.,538 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:159916965
Chauffage
:électrique
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",10,3.7376696182833684,7,6,1,1,Balcon,électrique,0,0,0,0,13.195613839143922,0
130m²,3 p.,2 p.,2 090 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:148697701
Rénové
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:2",8,4.867534450455582,6,3,2,0,0,Individuel,1,0,0,1,14.552674623940995,0
40m²,2 p.,1 p.,649 000 ,"Paris 17 (75017)
Batignolles","Ref de l'annonce
:287
Terrasse/Balcon
:Terrasse
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",17,3.6888794541139363,7,6,1,1,Terrasse,Unknown,0,0,0,0,13.383187995686226,0
87m²,3 p.,1 p.,1 670 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:152874269
Rénové
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",7,4.465908118654584,4,2,1,1,0,Central,1,0,1,0,14.328334184392938,0
70m²,2 p.,1 p.,1 365 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:151447295
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",8,4.248495242049359,7,4,1,1,Balcon,Unknown,0,0,0,0,14.126664986601197,0
54m²,2 p.,1 p.,950 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:Champs Elysées 3
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Nombre d'étages du bâtiment
:1
Cave",8,3.9889840465642745,1,1,1,1,Terrasse,"Individuel, au gaz",0,0,0,1,13.764217263576723,1
31m²,2 p.,1 p.,364 000 ,"Paris 15 (75015)
Georges Brassens","Ref de l'annonce
:31509896
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave",15,3.4339872044851463,5,4,1,1,0,Unknown,0,0,0,0,12.804909146618877,0
35m²,1 p.,0 p.,370 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:188
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",18,3.5553480614894135,5,3,1,1,0,Unknown,0,0,0,0,12.821258284620408,0
34m²,1 p.,1 p.,385 000 ,"Paris 18 (75018)
Paris","Ref de l'annonce
:10484
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:11
Cave
Ascenseur
Nombre de salle de bain
:1",18,3.5263605246161616,11,1,1,1,Balcon,Au gaz,0,0,0,0,12.86099861326992,0
63m²,3 p.,2 p.,787 500 ,"Paris 15 (75015)
Saint-Lambert","Ref de l'annonce
:BQT/EB/9337/V
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",15,4.143134726391533,6,2,1,1,0,"Individuel, au gaz",0,0,0,1,13.576618649681926,0
28m²,2 p.,1 p.,275 600 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:2806
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Ascenseur",2,3.332204510175204,7,5,1,0,0,Individuel,0,0,0,1,12.526705818121641,0
64m²,3 p.,2 p.,700 000 ,"Paris 20 (75020)
Saint-Fargeau","Ref de l'annonce
:SCT3PARIS20
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",20,4.1588830833596715,5,1,1,1,Balcon,Central,0,0,1,0,13.458835614025542,0
101m²,5 p.,4 p.,1 090 000 ,"Paris 20 (75020)
Saint-Fargeau","Ref de l'annonce
:SCT5PARIS20
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",20,4.61512051684126,4,4,1,1,Terrasse,Central,0,0,1,0,13.901688254205327,1
32m²,1 p.,0 p.,455 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:SCT1PARIS14
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",14,3.4657359027997265,6,4,1,1,0,Individuel,0,0,0,1,13.028052697933088,0
64m²,3 p.,2 p.,756 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:SCT3PARIS12
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",12,4.1588830833596715,8,6,1,0,Balcon,Central,0,0,1,0,13.53579665516167,0
48m²,2 p.,1 p.,641 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:SCT2bisPARIS12
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:8e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Accès handicapé",12,3.871201010907891,8,8,1,1,Terrasse,Central,0,0,1,0,13.370784735902808,1
30m²,1 p.,0 p.,391 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:SCT1PARIS12
Chauffage
:Central
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé",12,3.4011973816621555,8,7,1,0,0,Central,0,0,1,0,12.876462838967504,0
24m²,1 p.,0 p.,308 000 ,"Paris 07 (75007)
Gros Caillou | Rue Cler","Ref de l'annonce
:WM2-307
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave",7,3.1780538303479458,6,2,1,1,0,Unknown,0,0,0,0,12.637855061955712,0
110m²,5 p.,2 p.,1 400 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MON/MH/9008/V
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,4.700480365792417,9,3,1,1,0,Central,0,0,1,0,14.151982794585487,0
84m²,5 p.,2 p.,1 400 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:MON/MH/8998/V
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",8,4.430816798843313,9,3,1,1,0,Central,0,0,1,0,14.151982794585487,0
76m²,4 p.,3 p.,840 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:1206
Chauffage
:Central
Parking
Etage du bien
:15e
Nombre d'étages du bâtiment
:26
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",13,4.330733340286331,26,15,1,1,0,Central,0,1,1,0,13.641157170819497,0
36m²,2 p.,2 p.,769 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:3394
Chauffage
:Central
Parking
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",20,3.58351893845611,8,5,1,1,0,Central,0,1,1,0,13.55284624848778,0
42m²,2 p.,1 p.,522 500 ,"Paris 13 (75013)
Gare","Ref de l'annonce
:SCT2bisPARIS13
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé",13,3.7376696182833684,10,1,1,0,Balcon,Unknown,0,0,0,0,13.166380262821104,0
38m²,1 p.,0 p.,575 000 ,"Paris 14 (75014)
Montparnasse","Ref de l'annonce
:4187144
Chauffage
:Au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:12
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",14,3.6375861597263857,12,2,1,1,0,Au gaz,0,0,0,0,13.262125319779487,0
84m²,5 p.,3 p.,1 170 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:1202
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",9,4.430816798843313,6,1,1,1,0,Individuel,0,0,0,1,13.972514306773938,0
40m²,2 p.,1 p.,420 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1203
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",18,3.6888794541139363,7,3,1,1,Balcon,Unknown,0,0,0,0,12.948009990259552,0
89m²,4 p.,2 p.,1 050 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:4198321
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",11,4.48863636973214,6,2,1,0,Balcon,Central,1,0,1,0,13.864300722133706,0
32m²,2 p.,1 p.,350 000 ,"Paris 15 (75015)
Porte de Versailles","Ref de l'annonce
:816547
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien",15,3.4657359027997265,7,1,1,0,0,Central,0,0,1,0,12.765688433465597,0
39m²,2 p.,1 p.,499 200 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:6347
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",9,3.6635616461296463,6,5,1,1,0,Unknown,0,0,0,0,13.120762096037355,0
61m²,3 p.,2 p.,690 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:2020-63-FM
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",20,4.110873864173311,8,7,1,0,Terrasse,Central,0,0,1,0,13.444446876573442,0
30m²,1 p.,0 p.,375 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:LKM19221
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,3.4011973816621555,10,7,1,1,Balcon,Au gaz,0,0,0,0,12.834681304952548,0
69m²,3 p.,2 p.,579 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:JW4087
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",20,4.23410650459726,4,1,1,1,0,Unknown,0,0,0,0,13.269057756555132,0
102m²,3 p.,2 p.,1 680 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:331
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",17,4.624972813284271,8,5,1,1,0,Central,0,0,1,0,14.334304351379442,0
25m²,1 p.,0 p.,325 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:3392
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur",3,3.2188758248682006,6,2,1,0,Terrasse,Central,0,0,1,0,12.691580461311874,0
106m²,6 p.,3 p.,1 549 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MON/JB/9289/V
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,4.663439094112067,8,7,1,1,0,Unknown,0,0,0,0,14.253120119399005,0
92m²,4 p.,2 p.,1 770 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MON/MH/9314/V
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,4.5217885770490405,6,5,1,1,Balcon,"Individuel, au gaz",0,0,0,1,14.386490104550012,0
145m²,5 p.,3 p.,1 865 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:MON/JB/8124/V
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",8,4.976733742420574,7,1,1,1,0,Unknown,0,0,0,0,14.438771611060053,0
28m²,2 p.,1 p.,478 000 ,"Paris 06 (75006)
Paris","Ref de l'annonce
:3_SMVAP30004578
Etage du bien
:2e
Nombre d'étages du bâtiment
:2",6,3.332204510175204,2,2,1,0,0,Unknown,0,0,0,0,13.077366011473593,1
51m²,3 p.,2 p.,436 000 ,"Paris 18 (75018)
Paris","Ref de l'annonce
:1_65
Etage du bien
:1er
Nombre d'étages du bâtiment
:1
Cave",18,3.9318256327243257,1,1,1,1,0,Unknown,0,0,0,0,12.985397522331171,1
69m²,3 p.,2 p.,1 049 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:1179B
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",6,4.23410650459726,6,6,1,1,0,Individuel,0,0,0,1,13.863347887378435,1
38m²,2 p.,1 p.,425 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:5684
Etage du bien
:1er
Nombre d'étages du bâtiment
:3",12,3.6375861597263857,3,1,1,0,0,Unknown,0,0,0,0,12.959844447906553,0
107m²,4 p.,2 p.,925 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:5423
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:1",18,4.672828834461906,7,2,1,1,0,Central,0,0,1,0,13.737549016494562,0
12m²,1 p.,0 p.,159 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:1226
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",8,2.4849066497880004,6,6,1,0,0,Unknown,0,0,0,0,11.976659481202368,1
95m²,4 p.,3 p.,1 100 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1919.4
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",18,4.553876891600541,7,1,1,0,0,Unknown,0,0,0,0,13.9108207377686,0
88m²,3 p.,2 p.,805 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1920
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",18,4.477336814478207,6,2,1,1,0,Unknown,0,0,0,0,13.5985975564007,0
50m²,2 p.,1 p.,625 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1893
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Nombre de salle de bain
:1",18,3.912023005428146,5,2,1,1,0,Individuel,0,0,0,1,13.345506928718539,0
32m²,1 p.,0 p.,397 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:235
Etage du bien
:6e
Nombre d'étages du bâtiment
:10",15,3.4657359027997265,10,6,1,0,0,Unknown,0,0,0,0,12.891691559669328,0
68m²,3 p.,2 p.,668 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:162399783
Chauffage
:Central
Parking
Etage du bien
:7e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur",18,4.219507705176107,9,7,1,1,0,Central,0,1,1,0,13.412043452518782,0
110m²,4 p.,2 p.,1 300 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MO/Auteuil
Rénové
Chauffage
:Au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,4.700480365792417,5,1,1,1,0,Au gaz,1,0,0,0,14.077874822431765,0
62m²,3 p.,2 p.,728 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:CL/JB
Rénové
Chauffage
:Au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:3
Cave
Nombre de salle de bain
:1",18,4.127134385045092,3,1,1,1,0,Au gaz,1,0,0,0,13.498056327178823,0
88m²,4 p.,2 p.,1 270 000 ,"Paris 05 (75005)
Val de Grâce","Ref de l'annonce
:443
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",5,4.477336814478207,6,3,1,1,0,Unknown,0,0,0,0,14.054527458434775,0
37m²,2 p.,1 p.,411 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:VA1968-DUMAREST
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Meublé
Cave
Ascenseur
Sécurité
:Gardien",15,3.6109179126442243,6,3,1,1,0,Unknown,0,0,0,0,12.926348493478372,0
53m²,2 p.,1 p.,540 000 ,"Paris 19 (75019)
PARIS","Ref de l'annonce
:H20-080
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:1",19,3.970291913552122,7,3,1,1,Balcon,Unknown,0,1,0,0,13.199324418540456,0
59m²,3 p.,2 p.,609 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:232
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Nombre de salle de bain
:1",19,4.07753744390572,5,1,1,1,0,Unknown,0,0,0,0,13.319573546692034,0
125m²,5 p.,4 p.,1 345 000 ,"Paris 13 (75013)
Bnf","Ref de l'annonce
:1285
Terrasse/Balcon
:Terrasse
Etage du bien
:7e
Nombre d'étages du bâtiment
:13
Ascenseur
Nombre de salle de bain
:2",13,4.8283137373023015,13,7,2,0,Terrasse,Unknown,0,0,0,0,14.111904571018076,0
30m²,1 p.,0 p.,418 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:1204
Parking
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",13,3.4011973816621555,5,3,1,1,0,Unknown,0,1,0,0,12.943236711506893,0
18m²,1 p.,0 p.,399 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:EDLG3533N
Chauffage
:électrique
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",6,2.8903717578961645,6,6,1,0,0,électrique,0,0,0,0,12.896716695872,1
87m²,4 p.,3 p.,965 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:GARD3693N
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Ascenseur",12,4.465908118654584,9,8,1,0,Balcon,Central,0,1,1,0,13.779883380321124,0
95m²,4 p.,3 p.,1 030 000 ,Paris 15 (75015)|Dupleix - Motte Picquet,"Ref de l'annonce
:19081
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:1",15,4.553876891600541,7,6,1,1,0,Central,0,0,1,0,13.845069360205818,0
90m²,3 p.,1 p.,1 680 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:162422481
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",14,4.499809670330265,7,7,1,1,0,Unknown,0,0,0,0,14.334304351379442,1
76m²,4 p.,2 p.,1 300 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:Q-chMichel
Terrasse/Balcon
:Balcon
Etage du bien
:9e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,4.330733340286331,9,9,1,1,Balcon,Unknown,0,0,0,0,14.077874822431765,1
152m²,6 p.,4 p.,1 990 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:1210
Chauffage
:Individuel, au gaz
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",8,5.0238805208462765,6,3,2,1,0,"Individuel, au gaz",0,0,0,1,14.503645196700676,0
38m²,2 p.,1 p.,380 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:162417545
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Nombre de salle de bain
:1",17,3.6375861597263857,4,1,1,1,0,Central,0,0,1,0,12.84792653170257,0
